0	0.9088705968	1811.716901	0.006287	0.000426
2880.9294	0.9088705968	1957.982786	0.006795	0.006414
6014.9976	0.9088705968	2114.835302	0.007339	0.006334
9424.5018	0.9088705968	2282.818290	0.007922	0.006705
13133.7066	0.2180836668	10119.615555	0.035118	0.030758
17168.5161	0.2180836668	10592.350993	0.036759	0.033941
21558.1134	0.14899776	16011.205177	0.055564	0.051674
26332.9932	0.14899776	16292.325276	0.056539	0.051736
31527.9129	0.1758514584	14044.765554	0.048740	0.044068
37178.9415	0.1758514584	14288.945168	0.049587	0.045105
43326.4107	0.2905941612	8876.579285	0.030804	0.028101
50014.2591	0.2905941612	9204.546257	0.031943	0.028972
57289.7043	0.5775545346	4846.869272	0.016820	0.015284
65204.2266	0.5775545346	5124.645075	0.017784	0.016340
73813.8969	0.957972966	3279.473377	0.011381	0.010765
83180.3604	0.957972966	3496.028600	0.012132	0.011963
93369.8529	1.3207333266	2706.987548	0.009394	0.009560
104454.5124	1.3207333266	2894.166283	0.010044	0.010520
116513.0349	1.5696291006	2603.746550	0.009036	0.009743
129631.0023	1.5696291006	2784.077363	0.009662	0.010636
143901.5382	1.6564537416	2818.044515	0.009779	0.010860
159426.2916	1.6564537416	3006.950930	0.010435	0.011638
176314.4532	1.554908358	3409.796851	0.011833	0.013265
194687.0181	1.554908358	3620.016567	0.012563	0.014085
214673.5068	1.3664989854	4355.364330	0.015114	0.016890
236415.9	1.3664989854	4584.758393	0.015910	0.017670
260068.9665	1.1477503374	5709.102499	0.019812	0.021869
285799.9353	1.1477503374	5929.093910	0.020576	0.022599
313792.1025	0.9614565756	7283.583007	0.025276	0.027598
344243.1918	0.9614565756	7420.145641	0.025750	0.027935
377370.273	0.8394672828	8561.864792	0.029712	0.031992
413407.4667	0.8394672828	8520.712640	0.029569	0.031630
452611.1907	0.763879119	9200.737305	0.031929	0.033980
495259.5042	0.763879119	8914.371720	0.030936	0.032811
541655.0589	0.7329568374	8885.982038	0.030837	0.032610
592126.7385	0.7329568374	8379.750880	0.029080	0.030670
647032.9377	0.7412107362	7723.798912	0.026804	0.028220
706763.5296	0.7412107362	7108.993614	0.024670	0.025962
771742.161	0.7748454066	6192.748569	0.021491	0.022629
842429.8593	0.7748454066	5575.763989	0.019350	0.020425
919327.9836	0.8428951494	4577.351781	0.015885	0.016805
1002982.8153	0.8428951494	4053.842293	0.014068	0.014920
1093987.8534	0.9791808822	3083.447828	0.010700	0.011376
1192988.733	0.9791808822	2720.859169	0.009442	0.010038
1300687.8159	1.2051039822	1957.182240	0.006792	0.007242
1417849.437	1.2051039822	1741.515231	0.006044	0.006450
1545305.4786	1.4749256784	1269.537166	0.004406	0.004729
1683959.6331	1.4749256784	1137.579892	0.003948	0.004265
1834796.2563	1.6913285298	886.009252	0.003075	0.003350
1998885.9417	1.6913285298	789.242617	0.002739	0.003017
2177392.7343	1.7914416462	656.257991	0.002277	0.002530
2371583.3118	1.7914416462	571.140521	0.001982	0.002227
2582835.8379	1.8111890958	482.756883	0.001675	0.001895
2812649.7993	1.8111890958	404.489999	0.001404	0.001599
3062655.1869	1.925517333	314.225596	0.001090	0.001248
3334626.5955	1.925517333	255.683495	0.000887	0.001016
3630494.0445	1.925517333	202.815146	0.000704	0.000805
3952356.7497	1.925517333	156.482493	0.000543	0.000622
